polygon_id,centroid_latitude,centroid_longitude,centroid_latitude_pixels,centroid_longitude_pixels,city,area_pixels,area_meters,image_name,nw_corner_of_image_latitude,nw_corner_of_image_longitude,se_corner_of_image_latitude,se_corner_of_image_longitude,datum,projection_zone,resolution,jaccard_index,orientation
31,36.92092944,-119.8738524,1801.954807,3337.627651,Fresno,13.06139009,145.1265566,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,
32,36.92094435,-119.8738041,1796.870081,3352.134838,Fresno,24.4628952,271.8099466,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,
33,36.92095832,-119.8737554,1792.135991,3366.777706,Fresno,11.43222746,127.0247495,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,
34,36.92148905,-119.8690827,1637.465605,4760.271617,Fresno,4.293229768,47.70255298,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,171.21
35,36.92148162,-119.8690441,1640.558954,4771.645409,Fresno,18.68445897,207.6050997,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,182.22
36,36.92145531,-119.8689939,1650.741098,4786.27135,Fresno,5.046805265,56.07561406,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,182.37
37,36.92150352,-119.8689824,1633.007019,4790.201585,Fresno,10.74931338,119.4368153,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,181.9
38,36.92135711,-119.8690239,1686.802969,4776.250517,Fresno,6.193626916,68.81807684,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,171.76
39,36.92155629,-119.8689456,1613.812063,4801.71913,Fresno,6.365672108,70.72969008,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,171.17
40,36.92116418,-119.868993,1758.451941,4783.287874,Fresno,25.72075622,285.7861802,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,92
41,36.92101587,-119.8689848,1813.395806,4784.086698,Fresno,32.89574295,365.508255,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,88.12
42,36.92096092,-119.8690143,1833.461832,4774.690431,Fresno,9.650111381,107.2234598,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,176.12
43,36.91944519,-119.8819639,2278.427744,911.9290855,Fresno,47.90668596,532.2965107,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,167.33
44,36.91917514,-119.8811195,2385.893855,1159.706704,Fresno,24.21623857,269.0693174,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,168
45,36.91919683,-119.8809797,2379.12959,1201.475448,Fresno,33.05286586,367.2540651,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,171.56
46,36.91940986,-119.8803233,2306.230779,1398.869392,Fresno,36.87472691,409.7191879,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,161.17
47,36.91938542,-119.8743697,2368.568202,3166.863064,Fresno,32.76056459,364.0062732,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,
48,36.91814455,-119.8846835,2735.079726,89.43386627,Fresno,48.89857916,543.3175463,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,1.05
49,36.91846156,-119.8838722,2625.110314,333.9926489,Fresno,55.96559876,621.8399863,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,187.2
50,36.91722708,-119.8842186,3078.607921,217.2225777,Fresno,27.17304586,301.9227318,11ska430890,36.925525,-119.8852639,36.91242778,-119.8679361,NAD83,11,0.3,0,
51,36.93708872,-119.8805659,763.9629819,1524.353381,Fresno,42.53052542,472.5613936,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.942956338,187.97
52,36.9368895,-119.8726468,908.750788,3873.749629,Fresno,25.44278752,282.6976391,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.878898435,164.5
53,36.93688535,-119.8725316,911.3193307,3907.922306,Fresno,19.21315399,213.4794888,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.914633658,161.4
54,36.93685108,-119.8724675,924.5723768,3926.567401,Fresno,18.61859507,206.8732786,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.865545905,271.73
55,36.93674363,-119.8706677,980.4753588,4459.837323,Fresno,3.648279743,40.53644159,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,146
56,36.93543666,-119.8798153,1381.766833,1728.809916,Fresno,18.42596157,204.7329064,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.856005764,271.27
57,36.93536747,-119.8797468,1407.972534,1748.374992,Fresno,15.26458616,169.6065129,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.885122918,
58,36.93418753,-119.8842019,1804.697987,412.200518,Fresno,18.87250297,209.6944774,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.95616435,
59,36.93412515,-119.8842011,1827.783327,411.7459388,Fresno,28.06379747,311.8199719,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.923010664,
60,36.93406178,-119.8842035,1851.203571,410.3230633,Fresno,19.14751642,212.7501825,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.906957455,
61,36.93405494,-119.8768284,1919.656067,2600.339534,Fresno,43.80921609,486.7690677,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.882348353,187.88
62,36.93268439,-119.8841747,2361.0386,403.4738316,Fresno,2.674600512,29.71778346,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,188.03
63,36.93260603,-119.8841689,2390.07964,404.3216917,Fresno,23.67325486,263.0361651,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.852406769,270.16
64,36.93266599,-119.8840571,2368.894491,438.1948203,Fresno,34.52033446,383.5592718,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.901288446,187.34
65,36.93268615,-119.8807486,2390.947558,1420.910024,Fresno,25.63894246,284.8771385,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.95697976,190.29
66,36.93331731,-119.877394,2187.410452,2424.140432,Fresno,30.69018457,341.0020508,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.915166616,191.15
67,36.93074828,-119.883094,3086.958366,702.7652897,Fresno,66.94613049,743.8458944,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.892080951,189.1
68,36.93174326,-119.879088,2754.586606,1903.47806,Fresno,25.26606535,280.7340595,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,186.76
69,36.93168901,-119.879086,2774.674296,1903.474821,Fresno,20.36277738,226.253082,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,186.76
70,36.93111637,-119.8722027,3048.103843,3941.118411,Fresno,7.046830623,78.29811804,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,161.42
71,36.93026415,-119.8772529,3318.164774,2431.90793,Fresno,58.44164362,649.3515958,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.877156355,190.1
72,36.92894266,-119.8798657,3783.755054,1641.230132,Fresno,46.19737934,513.3042149,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.915963243,198.01
73,36.92882456,-119.8726223,3892.052049,3790.906404,Fresno,33.46176802,371.7974224,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.843554382,170.5
74,36.9293683,-119.8705756,3709.290584,4404.747732,Fresno,10.80585053,120.0650058,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.868225271,177.06
75,36.92936495,-119.8704798,3711.389013,4433.146667,Fresno,37.92903353,421.4337059,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.936487374,177.06
76,36.92697916,-119.8752313,4551.503713,2995.499637,Fresno,68.76362063,764.0402292,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.876640326,184.97
77,36.92824742,-119.8696981,4131.757915,4652.79542,Fresno,22.54980956,250.5534395,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.820956547,175.1
78,36.92824902,-119.8695463,4132.529171,4697.888569,Fresno,34.2252755,380.2808389,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.862421383,175.1
79,36.92654256,-119.8826084,4647.231895,799.9560568,Fresno,52.80428991,586.7143323,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0.872094023,
80,36.92646626,-119.8783867,4713.113571,2052.754096,Fresno,34.43646909,382.6274344,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,
81,36.92645789,-119.8783485,4716.549707,2064.002819,Fresno,21.16977564,235.2197293,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,86.56
82,36.9261588,-119.8783971,4826.766647,2046.232848,Fresno,30.9155896,343.5065511,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,268.71
83,36.92619447,-119.878355,4813.947099,2059.123249,Fresno,9.373975921,104.155288,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,86.85
84,36.92611347,-119.8783347,4844.092774,2064.239076,Fresno,20.7090927,230.10103,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,90.41
85,36.92642717,-119.8705083,4797.842226,4391.85612,Fresno,13.7604456,152.89384,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,
86,36.9264443,-119.8704448,4792.071438,4410.917649,Fresno,19.00884804,211.2094226,11ska430905,36.93902778,-119.8857722,36.92593056,-119.8684417,NAD83,11,0.3,0,175.5
87,36.90518554,-119.8602947,2746.952468,2189.398018,Fresno,112.4145783,1249.05087,11ska445875,36.91242778,-119.8679361,36.89932778,-119.8506139,NAD83,11,0.3,0.855556333,178.4
88,36.92594543,-119.8628749,44.14747767,1653.534136,Fresno,45.00732227,500.0813585,11ska445890,36.92593056,-119.8684417,36.91283056,-119.8511167,NAD83,11,0.3,0.943187493,270.99
89,36.92334704,-119.8677949,961.5370964,163.3866107,Fresno,219.5425251,2439.36139,11ska445890,36.92593056,-119.8684417,36.91283056,-119.8511167,NAD83,11,0.3,0.954334724,
90,36.92337915,-119.8635798,987.0862533,1415.649995,Fresno,14.29621248,158.8468053,11ska445890,36.92593056,-119.8684417,36.91283056,-119.8511167,NAD83,11,0.3,0.952855523,164
91,36.92338011,-119.8634102,988.2458553,1466.031579,Fresno,53.26257565,591.8063961,11ska445890,36.92593056,-119.8684417,36.91283056,-119.8511167,NAD83,11,0.3,0.937720399,164
92,36.92352902,-119.8593346,969.515993,2678.158492,Fresno,37.00912375,411.2124861,11ska445890,36.92593056,-119.8684417,36.91283056,-119.8511167,NAD83,11,0.3,0,175
93,36.92093936,-119.8680779,1849.779637,52.53416894,Fresno,39.17129372,435.2365969,11ska445890,36.92593056,-119.8684417,36.91283056,-119.8511167,NAD83,11,0.3,0,169.96
94,36.93716447,-119.8655509,870.5544761,984.1219063,Fresno,9.778621052,108.651345,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0,168.89
95,36.93719068,-119.8655929,860.4844891,971.9504359,Fresno,10.72336321,119.1484801,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0,268.5
96,36.93603088,-119.8661477,1284.525905,794.2238832,Fresno,29.9563344,332.84816,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.936497735,174.33
97,36.93525896,-119.8654706,1576.087752,986.7029978,Fresno,31.905287,354.5031889,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.918208046,196.61
98,36.93460667,-119.8678522,1796.116013,272.07305,Fresno,30.09767869,334.4186521,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0,167.03
99,36.93451666,-119.8678738,1829.217991,264.6602465,Fresno,14.97385079,166.3761199,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0,
100,36.93451568,-119.8678297,1829.973643,277.7323135,Fresno,15.69419539,174.3799487,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0,
101,36.93521047,-119.8653384,1595.199422,1025.424513,Fresno,14.64803022,162.7558914,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.858959508,203.1
102,36.93505278,-119.8583987,1715.406378,3084.35177,Fresno,45.11636547,501.2929497,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.908337811,240.27
103,36.9336906,-119.8656414,2154.672702,918.4487035,Fresno,16.38400288,182.0444764,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.919183815,172.95
104,36.93367412,-119.8655166,2161.880409,955.3139532,Fresno,38.2567743,425.07527,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.908225474,172.58
105,36.93151553,-119.8666057,2950.591586,607.7286808,Fresno,42.14907776,468.3230862,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.937930995,35.86
106,36.93032598,-119.8674165,3383.352415,353.6160311,Fresno,49.14704377,546.0782641,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0,
107,36.92994293,-119.8673934,3525.243179,356.1943728,Fresno,53.26437211,591.8263568,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.938586249,
108,36.92998357,-119.8606826,3570.063832,2349.778344,Fresno,27.43505435,304.8339372,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.917396848,
109,36.92998444,-119.8605288,3571.114401,2395.489241,Fresno,22.75957645,252.8841828,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.893447735,
110,36.92728957,-119.8645403,4532.120606,1173.938943,Fresno,26.91243883,299.0270981,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.892310289,228.05
111,36.92704826,-119.8666579,4602.48986,542.2958131,Fresno,47.54132176,528.2369084,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0.928691368,6.75
112,36.92700894,-119.8664483,4618.906207,604.1132385,Fresno,40.9607933,455.1199256,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0,172.31
113,36.92694445,-119.858695,4711.905674,2906.149522,Fresno,25.7790197,286.4335522,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0,196.98
114,36.92692051,-119.8585866,4721.728764,2938.088755,Fresno,11.99135149,133.2372388,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0,19.72
115,36.92959407,-119.8614666,3707.137848,2112.58165,Fresno,64.46025991,716.2251101,11ska445905,36.93943611,-119.86895,36.92633611,-119.8516222,NAD83,11,0.3,0,
116,36.90268618,-119.6737232,279.4567286,2584.806174,Fresno,36.04132787,400.4591986,11ska610860,36.90324444,-119.6824444,36.89011667,-119.6651556,NAD83,11,0.3,0,185.25
117,36.90339487,-119.6685083,60.98444138,4141.15665,Fresno,33.34135583,370.4595092,11ska610860,36.90324444,-119.6824444,36.89011667,-119.6651556,NAD83,11,0.3,0,181.01
118,36.90307451,-119.6674088,188.6712295,4464.450476,Fresno,45.06031885,500.6702095,11ska610860,36.90324444,-119.6824444,36.89011667,-119.6651556,NAD83,11,0.3,0,184.32
119,36.90301695,-119.6674108,209.9419582,4463.263372,Fresno,48.41338608,537.926512,11ska610860,36.90324444,-119.6824444,36.89011667,-119.6651556,NAD83,11,0.3,0,184.32
120,36.89875272,-119.6696832,1768.059396,3744.261404,Fresno,58.74481245,652.7201384,11ska610860,36.90324444,-119.6824444,36.89011667,-119.6651556,NAD83,11,0.3,0.829122403,202.48
121,36.8944843,-119.6802447,3258.896274,562.5128316,Fresno,32.01637041,355.737449,11ska610860,36.90324444,-119.6824444,36.89011667,-119.6651556,NAD83,11,0.3,0.922105704,181.48
122,36.89104502,-119.6770149,4558.021734,1486.337604,Fresno,87.96737819,977.4153132,11ska610860,36.90324444,-119.6824444,36.89011667,-119.6651556,NAD83,11,0.3,0,197.28
123,36.90337938,-119.6731378,27.97500222,2765.860057,Fresno,29.08927278,323.2141421,11ska610860,36.90324444,-119.6824444,36.89011667,-119.6651556,NAD83,11,0.3,0,183.42
124,36.90337626,-119.6730406,29.9407338,2794.687376,Fresno,6.609328105,73.43697894,11ska610860,36.90324444,-119.6824444,36.89011667,-119.6651556,NAD83,11,0.3,0,183.42
125,36.91225116,-119.6778053,1707.695235,1471.548849,Fresno,58.21050927,646.7834363,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0,187.8
126,36.91012775,-119.6784372,2487.747614,1261.790685,Fresno,42.25809238,469.5343598,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0,177.91
127,36.9101122,-119.6763988,2510.557623,1867.122793,Fresno,59.2308018,658.12002,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0.696254548,189.5
128,36.90936461,-119.6792186,2763.454558,1021.755698,Fresno,194.9106205,2165.673562,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0,177.14
129,36.90893341,-119.6773331,2938.711456,1577.336285,Fresno,43.15215073,479.4683414,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0.897696034,173.06
130,36.90751181,-119.6815576,3429.137794,307.7491466,Fresno,80.35510143,892.8344603,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0,177.83
131,36.90797676,-119.6792298,3276.657629,1004.002307,Fresno,46.34525033,514.9472259,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0,183.09
132,36.90789784,-119.6792302,3305.843049,1003.069908,Fresno,45.98788654,510.9765171,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0,183.09
133,36.90453367,-119.6804549,4539.828801,604.3424215,Fresno,99.89976647,1109.997405,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0,200.44
134,36.90448014,-119.6805021,4559.232948,589.7901081,Fresno,98.03694646,1089.299405,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0,200.44
135,36.90507299,-119.676327,4374.902788,1836.099073,Fresno,31.34976542,348.3307269,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0,211.89
136,36.90364385,-119.6815483,4859.776498,270.3364363,Fresno,45.80271252,508.919028,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0.879910163,181.05
137,36.9036303,-119.6814388,4865.705387,302.7115795,Fresno,23.95668338,266.1853709,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0.905358875,181.05
138,36.90368663,-119.6729797,4915.659884,2816.006644,Fresno,21.29331995,236.5924439,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0.780425084,183.42
139,36.90367825,-119.6728471,4919.867433,2855.286131,Fresno,48.81043735,542.3381928,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0.877806459,186.79
140,36.90380506,-119.6718229,4881.537886,3160.841981,Fresno,117.9586451,1310.651613,11ska610875,36.91675278,-119.6829167,36.903625,-119.665625,NAD83,11,0.3,0,182.57
141,36.89366811,-119.6645355,3691.640194,220.8911569,Fresno,23.84055297,264.895033,11ska625860,36.903625,-119.665625,36.89049444,-119.6483389,NAD83,11,0.3,0,
142,36.89370329,-119.6644753,3679.128482,239.1375779,Fresno,18.07227682,200.8030758,11ska625860,36.903625,-119.665625,36.89049444,-119.6483389,NAD83,11,0.3,0,
143,36.89991147,-119.760113,574.7193276,1892.299125,Fresno,18.50217354,205.579706,11ska535860,36.90131667,-119.7665333,36.8882,-119.7492306,NAD83,11,0.3,0.93635974,164.09
144,36.90055135,-119.758164,354.6943614,2478.141755,Fresno,18.84123922,209.3471024,11ska535860,36.90131667,-119.7665333,36.8882,-119.7492306,NAD83,11,0.3,0.896893547,176.46
145,36.90027655,-119.7580486,457.3305563,2509.5024,Fresno,23.12181118,256.9090131,11ska535860,36.90131667,-119.7665333,36.8882,-119.7492306,NAD83,11,0.3,0.869197317,173.32
146,36.9001423,-119.7580146,507.2832458,2518.173871,Fresno,36.0048069,400.05341,11ska535860,36.90131667,-119.7665333,36.8882,-119.7492306,NAD83,11,0.3,0.909681248,171.84
147,36.90001227,-119.7579402,556.0184198,2538.88688,Fresno,30.43196236,338.1329151,11ska535860,36.90131667,-119.7665333,36.8882,-119.7492306,NAD83,11,0.3,0.916079177,166.51
